season,date,home_team,away_team,home_score,away_score,result_code,source,odds_home_pinnacle,odds_draw_pinnacle,odds_away_pinnacle,odds_home_max,odds_draw_max,odds_away_max,odds_home_avg,odds_draw_avg,odds_away_avg,imp_home_pinnacle,imp_draw_pinnacle,imp_away_pinnacle,overround_pinnacle,imp_home_max,imp_draw_max,imp_away_max,overround_max,imp_home_avg,imp_draw_avg,imp_away_avg,overround_avg
2013/2014,2014-03-23,Tigres UANL,Queretaro,0,2,-1,football-data,1.51,4.37,7.15,1.53,4.4,8.5,1.46,3.93,7.2,0.6622516556291391,0.22883295194508008,0.13986013986013984,0.030944747434358932,0.6535947712418301,0.22727272727272727,0.11764705882352941,-0.0014854426619131944,0.684931506849315,0.2544529262086514,0.1388888888888889,0.07827332194685521
2013/2014,2014-03-29,Cruz Azul,Atlas,1,3,-1,football-data,1.63,4.09,6.0,1.65,4.09,7.0,1.59,3.75,5.53,0.6134969325153374,0.24449877750611249,0.16666666666666666,0.02466237668811666,0.6060606060606061,0.24449877750611249,0.14285714285714285,-0.006583473576138532,0.6289308176100629,0.26666666666666666,0.18083182640144665,0.07642931067817615
2013/2014,2014-03-29,Queretaro,Tijuana,2,1,1,football-data,2.53,3.15,3.21,2.55,3.2,3.25,2.44,3.07,2.92,0.3952569169960475,0.31746031746031744,0.3115264797507788,0.024243714207143663,0.3921568627450981,0.3125,0.3076923076923077,0.01234917043740591,0.4098360655737705,0.32573289902280134,0.3424657534246575,0.0780347180212293
2013/2014,2014-03-29,Santos Laguna,Pumas UNAM,2,1,1,football-data,1.69,4.1,5.29,1.75,4.1,5.6,1.64,3.79,4.84,0.591715976331361,0.24390243902439027,0.1890359168241966,0.024654332179947724,0.5714285714285714,0.24390243902439027,0.17857142857142858,-0.0060975609756097615,0.6097560975609756,0.2638522427440633,0.2066115702479339,0.08021991055297284
2013/2014,2014-03-29,Veracruz,Pachuca,3,1,1,football-data,2.81,3.09,2.89,2.81,3.2,2.9,2.62,3.05,2.71,0.35587188612099646,0.3236245954692557,0.3460207612456747,0.025517242835926934,0.35587188612099646,0.3125,0.3448275862068966,0.01319947232789298,0.38167938931297707,0.3278688524590164,0.36900369003690037,0.07855193180889386
2013/2014,2014-03-30,Chiapas,Morelia,1,0,1,football-data,2.3,3.29,3.49,2.4,3.29,3.6,2.22,3.16,3.18,0.4347826086956522,0.303951367781155,0.28653295128939826,0.025266927766205427,0.4166666666666667,0.303951367781155,0.2777777777777778,-0.0016041877744005228,0.4504504504504504,0.3164556962025316,0.31446540880503143,0.08137155545801344
2013/2014,2014-03-30,Monterrey,Atlante,3,2,1,football-data,2.2,3.32,3.72,2.2,3.32,3.8,2.12,3.19,3.41,0.45454545454545453,0.30120481927710846,0.26881720430107525,0.024567478123638242,0.45454545454545453,0.30120481927710846,0.2631578947368421,0.018908168559405025,0.4716981132075471,0.31347962382445144,0.29325513196480935,0.0784328689968079
2013/2014,2014-03-30,Puebla,Leon,1,1,0,football-data,3.76,3.35,2.17,3.76,3.35,2.3,3.27,3.15,2.19,0.26595744680851063,0.29850746268656714,0.4608294930875576,0.025294402582635378,0.26595744680851063,0.29850746268656714,0.4347826086956522,-0.0007524818092700114,0.3058103975535168,0.31746031746031744,0.4566210045662101,0.07989171958004437
2013/2014,2014-03-30,Toluca,Tigres UANL,2,1,1,football-data,2.29,3.27,3.53,2.5,3.27,3.55,2.27,3.08,3.2,0.4366812227074236,0.3058103975535168,0.28328611898017,0.025777739241110265,0.4,0.3058103975535168,0.28169014084507044,-0.012499461601412687,0.44052863436123346,0.3246753246753247,0.3125,0.07770395903655825
2013/2014,2014-03-31,Guadalajara,America,0,4,-1,football-data,3.67,3.22,2.26,3.75,3.3,2.38,3.39,3.15,2.16,0.2724795640326976,0.3105590062111801,0.4424778761061947,0.02551644635007233,0.26666666666666666,0.30303030303030304,0.42016806722689076,-0.010134963076139591,0.2949852507374631,0.31746031746031744,0.4629629629629629,0.07540853116074331
2013/2014,2014-04-05,Morelia,Veracruz,1,1,0,football-data,2.14,3.28,3.94,2.15,3.45,4.5,1.96,3.2,3.91,0.4672897196261682,0.3048780487804878,0.25380710659898476,0.025974875005640774,0.46511627906976744,0.2898550724637681,0.2222222222222222,-0.02280642624424223,0.5102040816326531,0.3125,0.2557544757033248,0.07845855733597795
2013/2014,2014-04-05,Tijuana,Toluca,3,1,1,football-data,2.01,3.32,4.41,2.4,3.45,4.41,2.01,3.22,3.69,0.49751243781094534,0.30120481927710846,0.22675736961451246,0.025474626702566283,0.4166666666666667,0.2898550724637681,0.22675736961451246,-0.06672089125505276,0.49751243781094534,0.3105590062111801,0.2710027100271003,0.07907415404922569
2013/2014,2014-04-06,America,Cruz Azul,1,2,-1,football-data,2.24,3.38,3.55,2.24,3.4,3.8,2.07,3.26,3.47,0.4464285714285714,0.2958579881656805,0.28169014084507044,0.023976700439322318,0.4464285714285714,0.29411764705882354,0.2631578947368421,0.0037041132242370267,0.48309178743961356,0.3067484662576687,0.2881844380403458,0.07802469173762816
2013/2014,2014-04-06,Atlante,Tigres UANL,0,2,-1,football-data,3.45,3.4,2.27,3.47,3.4,2.4,3.15,3.18,2.23,0.2898550724637681,0.29411764705882354,0.44052863436123346,0.02450135388382524,0.2881844380403458,0.29411764705882354,0.4166666666666667,-0.001031248234163895,0.31746031746031744,0.31446540880503143,0.4484304932735426,0.08035621953889138
2013/2014,2014-04-06,Atlas,Puebla,0,0,0,football-data,2.05,3.38,4.2,2.07,3.45,4.55,1.91,3.22,4.08,0.48780487804878053,0.2958579881656805,0.23809523809523808,0.021758104309699045,0.48309178743961356,0.2898550724637681,0.21978021978021978,-0.007272920316398479,0.5235602094240838,0.3105590062111801,0.24509803921568626,0.07921725485095021
2013/2014,2014-04-06,Leon,Queretaro,1,1,0,football-data,1.72,3.79,5.56,1.75,3.79,6.03,1.65,3.54,5.26,0.5813953488372093,0.2638522427440633,0.1798561151079137,0.025103706689186378,0.5714285714285714,0.2638522427440633,0.16583747927031509,0.0011182934429496694,0.6060606060606061,0.2824858757062147,0.19011406844106465,0.07866055020788543
2013/2014,2014-04-06,Monterrey,Santos Laguna,2,2,0,football-data,2.89,3.29,2.63,2.89,3.34,2.75,2.65,3.12,2.61,0.3460207612456747,0.303951367781155,0.3802281368821293,0.03020026590895908,0.3460207612456747,0.29940119760479045,0.36363636363636365,0.009058322486828807,0.37735849056603776,0.3205128205128205,0.3831417624521073,0.08101307353096554
2013/2014,2014-04-06,Pachuca,Guadalajara,1,3,-1,football-data,1.91,3.35,4.92,2.1,3.4,4.92,1.92,3.17,4.13,0.5235602094240838,0.29850746268656714,0.2032520325203252,0.025319704630976103,0.47619047619047616,0.29411764705882354,0.2032520325203252,-0.026439844230375154,0.5208333333333334,0.31545741324921134,0.24213075060532688,0.07842149718787161
2013/2014,2014-04-06,Pumas UNAM,Chiapas,2,1,1,football-data,2.02,3.44,4.14,2.1,3.44,4.2,1.99,3.22,3.74,0.49504950495049505,0.29069767441860467,0.24154589371980678,0.027293073088906494,0.47619047619047616,0.29069767441860467,0.23809523809523808,0.004983388704318914,0.5025125628140703,0.3105590062111801,0.267379679144385,0.08045124816963534
2013/2014,2014-04-12,Cruz Azul,Pachuca,2,2,0,football-data,2.05,3.52,3.94,2.1,3.52,4.5,1.91,3.33,3.95,0.48780487804878053,0.2840909090909091,0.25380710659898476,0.025702893738674515,0.47619047619047616,0.2840909090909091,0.2222222222222222,-0.017496392496392565,0.5235602094240838,0.3003003003003003,0.2531645569620253,0.0770250666864094
2013/2014,2014-04-12,Queretaro,Atlas,1,0,1,football-data,2.44,3.27,3.17,2.46,3.32,3.25,2.33,3.1,3.06,0.4098360655737705,0.3058103975535168,0.31545741324921134,0.031103876376498585,0.4065040650406504,0.30120481927710846,0.3076923076923077,0.015401192010066511,0.4291845493562232,0.3225806451612903,0.32679738562091504,0.07856258013842843
2013/2014,2014-04-12,Veracruz,Pumas UNAM,1,1,0,football-data,2.26,3.31,3.57,2.4,3.31,3.57,2.19,3.11,3.28,0.4424778761061947,0.3021148036253776,0.2801120448179272,0.024704724549499346,0.4166666666666667,0.3021148036253776,0.2801120448179272,-0.001106484890028514,0.4566210045662101,0.3215434083601286,0.3048780487804878,0.08304246170682661
2013/2014,2014-04-13,Chiapas,Monterrey,1,1,0,football-data,2.51,3.16,3.21,2.51,3.25,3.21,2.4,3.11,2.92,0.39840637450199207,0.3164556962025316,0.3115264797507788,0.02638855045530253,0.39840637450199207,0.3076923076923077,0.3115264797507788,0.017625161945078682,0.4166666666666667,0.3215434083601286,0.3424657534246575,0.08067582845145282
2013/2014,2014-04-13,Guadalajara,Morelia,1,1,0,football-data,2.09,3.58,3.74,2.3,3.58,3.9,2.11,3.23,3.38,0.47846889952153115,0.27932960893854747,0.267379679144385,0.025178187604463664,0.4347826086956522,0.27932960893854747,0.25641025641025644,-0.02947752595554398,0.47393364928909953,0.30959752321981426,0.2958579881656805,0.07938916067459423
2013/2014,2014-04-13,Puebla,America,0,1,-1,football-data,4.3,3.44,1.99,4.3,3.44,2.1,3.78,3.21,1.99,0.23255813953488372,0.29069767441860467,0.5025125628140703,0.02576837676755872,0.23255813953488372,0.29069767441860467,0.47619047619047616,-0.0005537098560354226,0.2645502645502646,0.3115264797507788,0.5025125628140703,0.0785893071151138
2013/2014,2014-04-13,Tigres UANL,Tijuana,1,1,0,football-data,1.78,3.56,5.5,1.85,3.56,5.5,1.79,3.33,4.59,0.5617977528089888,0.2808988764044944,0.18181818181818182,0.024514811031665085,0.5405405405405405,0.2808988764044944,0.18181818181818182,0.0032575987632166292,0.5586592178770949,0.3003003003003003,0.2178649237472767,0.07682444192467197
2013/2014,2014-04-13,Toluca,Leon,2,1,1,football-data,2.46,3.42,3.08,2.51,3.55,3.25,2.32,3.19,3.0,0.4065040650406504,0.29239766081871343,0.3246753246753247,0.023577050534688393,0.39840637450199207,0.28169014084507044,0.3076923076923077,-0.012211176960629788,0.4310344827586207,0.31347962382445144,0.3333333333333333,0.07784743991640553
2013/2014,2014-04-14,Santos Laguna,Atlante,4,3,1,football-data,1.6,4.53,5.61,1.62,4.53,6.0,1.56,3.94,5.51,0.625,0.22075055187637968,0.17825311942959002,0.024003671305969698,0.6172839506172839,0.22075055187637968,0.16666666666666666,0.004701169160330254,0.641025641025641,0.25380710659898476,0.18148820326678766,0.07632095089141333
2013/2014,2014-04-19,America,Queretaro,0,0,0,football-data,1.52,4.36,7.23,1.6,4.36,8.1,1.53,3.78,6.3,0.6578947368421053,0.2293577981651376,0.1383125864453665,0.025565121452609363,0.625,0.2293577981651376,0.1234567901234568,-0.022185411711405645,0.6535947712418301,0.2645502645502646,0.15873015873015872,0.07687519452225322
2013/2014,2014-04-19,Morelia,Cruz Azul,5,1,1,football-data,2.57,3.37,2.95,2.57,3.4,3.2,2.42,3.19,2.84,0.38910505836575876,0.29673590504451036,0.3389830508474576,0.024824014257726734,0.38910505836575876,0.29411764705882354,0.3125,-0.0042772945754177005,0.4132231404958678,0.31347962382445144,0.35211267605633806,0.07881544037665722
2013/2014,2014-04-20,Atlante,Tijuana,1,2,-1,football-data,2.68,3.46,2.76,2.75,3.46,2.87,2.57,3.19,2.66,0.3731343283582089,0.28901734104046245,0.3623188405797102,0.024470509978381516,0.36363636363636365,0.28901734104046245,0.3484320557491289,0.0010857604259550957,0.38910505836575876,0.31347962382445144,0.37593984962406013,0.07852453181427022
2013/2014,2014-04-20,Atlas,Toluca,1,0,1,football-data,2.18,3.42,3.66,2.5,3.42,3.95,2.12,3.17,3.42,0.4587155963302752,0.29239766081871343,0.27322404371584696,0.024337300864835765,0.4,0.29239766081871343,0.2531645569620253,-0.05443778221926121,0.4716981132075471,0.31545741324921134,0.29239766081871343,0.07955318727547178
2013/2014,2014-04-20,Leon,Tigres UANL,3,0,1,football-data,2.91,3.48,2.5,3.2,3.48,2.63,2.99,3.17,2.33,0.3436426116838488,0.28735632183908044,0.4,0.030998933522929262,0.3125,0.28735632183908044,0.3802281368821293,-0.01991554127879025,0.33444816053511706,0.31545741324921134,0.4291845493562232,0.07909012314055164
2013/2014,2014-04-20,Monterrey,Veracruz,4,1,1,football-data,2.0,3.57,4.06,2.1,3.6,4.2,1.94,3.35,3.78,0.5,0.2801120448179272,0.24630541871921185,0.02641746353713903,0.47619047619047616,0.2777777777777778,0.23809523809523808,-0.007936507936507908,0.5154639175257733,0.29850746268656714,0.2645502645502646,0.07852164476260493
2013/2014,2014-04-20,Pachuca,Puebla,1,2,-1,football-data,1.53,4.04,7.72,1.7,4.05,7.72,1.53,3.77,6.27,0.6535947712418301,0.24752475247524752,0.1295336787564767,0.03065320247355441,0.5882352941176471,0.2469135802469136,0.1295336787564767,-0.035317446878962655,0.6535947712418301,0.26525198938992045,0.1594896331738437,0.07833639380559432
2013/2014,2014-04-20,Pumas UNAM,Guadalajara,1,0,1,football-data,2.37,3.14,3.52,2.5,3.2,3.52,2.36,3.06,3.01,0.42194092827004215,0.3184713375796178,0.2840909090909091,0.024503174940569084,0.4,0.3125,0.2840909090909091,-0.003409090909090917,0.42372881355932207,0.32679738562091504,0.33222591362126247,0.08275211280149963
2013/2014,2014-04-20,Santos Laguna,Chiapas,2,3,-1,football-data,2.02,3.67,3.87,2.02,3.67,4.5,1.86,3.43,4.03,0.49504950495049505,0.2724795640326976,0.25839793281653745,0.025927001799729954,0.49504950495049505,0.2724795640326976,0.2222222222222222,-0.01024870879458517,0.5376344086021505,0.29154518950437314,0.24813895781637715,0.07731855592290082
2013/2014,2014-04-26,Cruz Azul,Pumas UNAM,2,1,1,football-data,1.99,3.53,4.18,2.0,3.53,4.34,1.91,3.3,3.95,0.5025125628140703,0.28328611898017,0.23923444976076558,0.02503313155500586,0.5,0.28328611898017,0.2304147465437788,0.01370086552394878,0.5235602094240838,0.30303030303030304,0.2531645569620253,0.0797550694164122
2013/2014,2014-04-26,Queretaro,Pachuca,3,4,-1,football-data,2.9,3.32,2.65,2.95,3.32,2.68,2.75,3.17,2.51,0.3448275862068966,0.30120481927710846,0.37735849056603776,0.02339089605004263,0.3389830508474576,0.30120481927710846,0.3731343283582089,0.013322198482774938,0.36363636363636365,0.31545741324921134,0.39840637450199207,0.07750015138756705
2013/2014,2014-04-26,Tijuana,Leon,1,2,-1,football-data,2.29,3.42,3.36,2.38,3.42,3.6,2.2,3.21,3.21,0.4366812227074236,0.29239766081871343,0.2976190476190476,0.026697931145184706,0.42016806722689076,0.29239766081871343,0.2777777777777778,-0.009656494176618069,0.45454545454545453,0.3115264797507788,0.3115264797507788,0.07759841404701207
2013/2014,2014-04-26,Veracruz,Santos Laguna,2,2,0,football-data,3.82,3.41,2.13,3.82,3.45,2.2,3.41,3.28,2.08,0.2617801047120419,0.29325513196480935,0.4694835680751174,0.02451880475196866,0.2617801047120419,0.2898550724637681,0.45454545454545453,0.006180631721264485,0.29325513196480935,0.3048780487804878,0.4807692307692307,0.07890241151452804
2013/2014,2014-04-27,Chiapas,Atlante,5,2,1,football-data,1.76,3.89,4.99,1.85,3.89,4.99,1.75,3.59,4.39,0.5681818181818182,0.2570694087403599,0.2004008016032064,0.025652028525384507,0.5405405405405405,0.2570694087403599,0.2004008016032064,-0.0019892491158932657,0.5714285714285714,0.2785515320334262,0.22779043280182235,0.07777053626381991
2013/2014,2014-04-27,Guadalajara,Monterrey,0,1,-1,football-data,2.23,3.36,3.6,2.25,3.36,3.6,2.16,3.19,3.3,0.4484304932735426,0.2976190476190476,0.2777777777777778,0.023827318670368136,0.4444444444444444,0.2976190476190476,0.2777777777777778,0.01984126984126977,0.4629629629629629,0.31347962382445144,0.30303030303030304,0.07947288981771727
2013/2014,2014-04-27,Puebla,Morelia,3,1,1,football-data,3.56,3.44,2.18,3.75,3.45,2.25,3.46,3.26,2.07,0.2808988764044944,0.29069767441860467,0.4587155963302752,0.03031214715337427,0.26666666666666666,0.2898550724637681,0.4444444444444444,0.0009661835748793202,0.28901734104046245,0.3067484662576687,0.48309178743961356,0.07885759473774456
2013/2014,2014-04-27,Tigres UANL,Atlas,2,1,1,football-data,2.05,3.49,3.97,2.1,3.49,4.1,2.0,3.3,3.61,0.48780487804878053,0.28653295128939826,0.2518891687657431,0.02622699810392204,0.47619047619047616,0.28653295128939826,0.24390243902439027,0.006625866504264666,0.5,0.30303030303030304,0.2770083102493075,0.08003861327961048
2013/2014,2014-04-27,Toluca,America,1,1,0,football-data,3.33,3.37,2.31,3.33,3.37,2.75,2.97,3.13,2.37,0.3003003003003003,0.29673590504451036,0.4329004329004329,0.029936638245243508,0.3003003003003003,0.29673590504451036,0.36363636363636365,-0.03932743101882574,0.33670033670033667,0.3194888178913738,0.42194092827004215,0.0781300828617526
2013/2014,2014-05-01,America,Santos Laguna,5,3,1,football-data,1.97,3.63,4.14,2.02,3.63,4.3,1.93,3.44,3.71,0.5076142131979695,0.27548209366391185,0.24154589371980678,0.0246422005816882,0.49504950495049505,0.27548209366391185,0.23255813953488372,0.0030897381492906995,0.5181347150259068,0.29069767441860467,0.2695417789757412,0.0783741684202528
2013/2014,2014-05-01,Leon,Cruz Azul,1,1,0,football-data,2.31,3.45,3.3,2.34,3.45,3.35,2.21,3.22,3.14,0.4329004329004329,0.2898550724637681,0.30303030303030304,0.02578580839450395,0.4273504273504274,0.2898550724637681,0.29850746268656714,0.015712962500762595,0.45248868778280543,0.3105590062111801,0.3184713375796178,0.0815190315736034
2013/2014,2014-05-02,Pachuca,Pumas UNAM,1,1,0,football-data,2.01,3.36,4.36,2.15,3.36,4.36,2.01,3.2,3.7,0.49751243781094534,0.2976190476190476,0.2293577981651376,0.024489283595130473,0.46511627906976744,0.2976190476190476,0.2293577981651376,-0.007906875146047376,0.49751243781094534,0.3125,0.27027027027027023,0.08028270808121563
2013/2014,2014-05-02,Tijuana,Toluca,0,0,0,football-data,2.01,3.51,4.14,2.05,3.7,5.23,1.8,3.47,4.29,0.49751243781094534,0.2849002849002849,0.24154589371980678,0.023958616431037028,0.48780487804878053,0.27027027027027023,0.19120458891013384,-0.05072026277081543,0.5555555555555556,0.2881844380403458,0.2331002331002331,0.07684022669613455
2013/2014,2014-05-04,Cruz Azul,Leon,2,2,0,football-data,2.0,3.62,4.0,2.02,4.05,6.18,1.87,3.41,4.01,0.5,0.27624309392265195,0.25,0.026243093922651894,0.49504950495049505,0.2469135802469136,0.16181229773462785,-0.09622461706796348,0.53475935828877,0.29325513196480935,0.24937655860349128,0.0773910488570706
2013/2014,2014-05-04,Pumas UNAM,Pachuca,2,4,-1,football-data,2.34,3.35,3.35,2.34,3.35,4.05,2.11,3.22,3.37,0.4273504273504274,0.29850746268656714,0.29850746268656714,0.024365352723561662,0.4273504273504274,0.29850746268656714,0.2469135802469136,-0.02722852971609191,0.47393364928909953,0.3105590062111801,0.29673590504451036,0.08122856054479
2013/2014,2014-05-04,Santos Laguna,America,3,1,1,football-data,2.14,3.62,3.53,2.15,3.62,3.8,2.06,3.38,3.35,0.4672897196261682,0.27624309392265195,0.28328611898017,0.026818932528990036,0.46511627906976744,0.27624309392265195,0.2631578947368421,0.0045172677292615315,0.4854368932038835,0.2958579881656805,0.29850746268656714,0.07980234405613107
2013/2014,2014-05-04,Toluca,Tijuana,3,1,1,football-data,1.81,3.75,4.84,1.85,3.75,4.84,1.78,3.48,4.34,0.5524861878453039,0.26666666666666666,0.2066115702479339,0.02576442475990448,0.5405405405405405,0.26666666666666666,0.2066115702479339,0.01381877745514104,0.5617977528089888,0.28735632183908044,0.2304147465437788,0.07956882119184794
2013/2014,2014-05-08,Pachuca,Santos Laguna,2,0,1,football-data,2.51,3.55,2.9,2.57,3.55,3.0,2.41,3.28,2.78,0.39840637450199207,0.28169014084507044,0.3448275862068966,0.024924101553958966,0.38910505836575876,0.28169014084507044,0.3333333333333333,0.004128532544162455,0.41493775933609955,0.3048780487804878,0.3597122302158274,0.07952803833241462
2013/2014,2014-05-09,Leon,Toluca,1,0,1,football-data,1.88,3.79,4.35,2.05,4.3,4.6,1.86,3.48,3.93,0.5319148936170213,0.2638522427440633,0.2298850574712644,0.025652193832348846,0.48780487804878053,0.23255813953488372,0.2173913043478261,-0.06224567806850967,0.5376344086021505,0.28735632183908044,0.2544529262086514,0.0794436566498824
2013/2014,2014-05-11,Santos Laguna,Pachuca,4,2,1,football-data,1.82,4.03,4.39,1.85,4.04,4.8,1.76,3.64,4.23,0.5494505494505494,0.24813895781637715,0.22779043280182235,0.025379940068748885,0.5405405405405405,0.24752475247524752,0.20833333333333334,-0.0036013736508786476,0.5681818181818182,0.2747252747252747,0.23640661938534277,0.07931371229243567
2013/2014,2014-05-11,Toluca,Leon,0,1,-1,football-data,2.37,3.52,3.12,2.4,3.52,3.65,2.15,3.26,3.23,0.42194092827004215,0.2840909090909091,0.3205128205128205,0.026544657873771804,0.4166666666666667,0.2840909090909091,0.273972602739726,-0.025269821502698186,0.46511627906976744,0.3067484662576687,0.30959752321981426,0.08146226854725036
